MODEL,MAKE,MODEL.1,VEHICLE CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL_CONSUMPTION*,CO2_EMISSIONS
2001,ACURA,1.7EL,COMPACT,1.7,4,A4,X,9.3,191
2001,ACURA,1.7EL,COMPACT,1.7,4,M5,X,8.9,191
2001,ACURA,3.2CL,COMPACT,3.2,6,AS5,Z,13.7,265
2001,ACURA,3.2TL,MID-SIZE,3.2,6,AS5,Z,13.8,267
2001,ACURA,3.5RL,MID-SIZE,3.5,6,A4,Z,15.0,301
2001,ACURA,INTEGRA,SUBCOMPACT,1.8,4,A4,X,11.4,232
2001,ACURA,INTEGRA,SUBCOMPACT,1.8,4,M5,X,10.6,221
2001,ACURA,INTEGRA GS-R,SUBCOMPACT,1.8,4,M5,Z,10.8,223
2001,ACURA,MDX,SUV,3.5,6,A5,Z,15.5,311
2001,ACURA,NSX,TWO-SEATER,3.0,6,AS4,Z,15.3,306
2001,ACURA,NSX,TWO-SEATER,3.2,6,M6,Z,15.6,308
2001,AUDI,A4,COMPACT,1.8,4,A5,Z,13.2,260
2001,AUDI,A4,COMPACT,1.8,4,M5,Z,11.8,232
2001,AUDI,A4,COMPACT,2.8,6,A5,Z,14.6,285
2001,AUDI,A4 QUATTRO,COMPACT,1.8,4,A5,Z,13.3,265
2001,AUDI,A4 QUATTRO,COMPACT,1.8,4,M5,Z,12.2,244
2001,AUDI,A4 QUATTRO,COMPACT,2.8,6,A5,Z,14.9,292
2001,AUDI,A4 QUATTRO,COMPACT,2.8,6,M5,Z,14.3,288
2001,AUDI,A6,MID-SIZE,2.8,6,A5,Z,15.0,294
2001,AUDI,A6 AVANT QUATTRO WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,15.4,306
2001,AUDI,A6 QUATTRO,MID-SIZE,2.7,6,A5,Z,15.2,301
2001,AUDI,A6 QUATTRO,MID-SIZE,2.7,6,M6,Z,15.2,304
2001,AUDI,A6 QUATTRO,MID-SIZE,2.8,6,A5,Z,15.4,306
2001,AUDI,A6 QUATTRO,MID-SIZE,4.2,8,A5,Z,15.4,301
2001,AUDI,A8 L,FULL-SIZE,4.2,8,A5,Z,15.4,301
2001,AUDI,A8 QUATTRO,FULL-SIZE,4.2,8,A5,Z,15.4,301
2001,AUDI,ALLROAD,SUV,2.7,6,A5,Z,17.1,345
2001,AUDI,ALLROAD,SUV,2.7,6,M6,Z,16.5,336
2001,AUDI,S4 QUATTRO,COMPACT,2.7,6,A5,Z,15.2,301
2001,AUDI,S4 QUATTRO,COMPACT,2.7,6,M6,Z,15.2,304
2001,AUDI,S8 QUATTRO #,MID-SIZE,4.2,8,A5,Z,17.8,347
2001,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,M5,Z,13.1,260
2001,AUDI,TT COUPE QUATTRO #,MINICOMPACT,1.8,4,M6,Z,13.1,260
2001,AUDI,TT ROADSTER,TWO-SEATER,1.8,4,M5,Z,12.3,246
2001,AUDI,TT ROADSTER QUATTRO #,TWO-SEATER,1.8,4,M6,Z,13.1,260
2001,BMW,320i,COMPACT,2.2,6,A5,Z,13.1,258
2001,BMW,320i,COMPACT,2.2,6,M5,Z,12.8,251
2001,BMW,325Ci,SUBCOMPACT,2.5,6,A5,Z,13.3,265
2001,BMW,325Ci,SUBCOMPACT,2.5,6,M5,Z,13.0,253
2001,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,A5,Z,13.7,274
2001,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,M5,Z,13.9,274
2001,BMW,325i,COMPACT,2.5,6,A5,Z,13.3,265
2001,BMW,325i,COMPACT,2.5,6,M5,Z,13.0,253
2001,BMW,325xi,COMPACT,2.5,6,A5,Z,13.5,274
2001,BMW,325xi,COMPACT,2.5,6,M5,Z,13.6,271
2001,BMW,330Ci,SUBCOMPACT,3.0,6,A5,Z,13.1,260
2001,BMW,330Ci,SUBCOMPACT,3.0,6,M5,Z,12.8,251
2001,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,A5,Z,14.2,281
2001,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,M5,Z,14.5,290
2001,BMW,330i,COMPACT,3.0,6,A5,Z,13.1,260
2001,BMW,330i,COMPACT,3.0,6,M5,Z,12.8,251
2001,BMW,330xi,COMPACT,3.0,6,A5,Z,14.6,290
2001,BMW,330xi,COMPACT,3.0,6,M5,Z,13.4,267
2001,BMW,525i,COMPACT,2.5,6,A5,Z,13.3,265
2001,BMW,525i,COMPACT,2.5,6,M5,Z,13.0,253
2001,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,A5,Z,13.7,274
2001,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,M5,Z,13.9,274
2001,BMW,530i,COMPACT,3.0,6,A5,Z,14.2,281
2001,BMW,530i,COMPACT,3.0,6,M5,Z,12.8,251
2001,BMW,540i,COMPACT,4.4,8,A5,Z,14.7,294
2001,BMW,540i,COMPACT,4.4,8,M6,Z,16.4,317
2001,BMW,540i SPORT WAGON,STATION WAGON - SMALL,4.4,8,A5,Z,15.5,320
2001,BMW,740i,MID-SIZE,4.4,8,A5,Z,15.4,308
2001,BMW,740iL,FULL-SIZE,4.4,8,A5,Z,15.4,308
2001,BMW,750iL,FULL-SIZE,5.4,12,A5,Z,19.1,373
2001,BMW,M COUPE,TWO-SEATER,3.2,6,M5,Z,15.2,299
2001,BMW,M ROADSTER,TWO-SEATER,3.2,6,M5,Z,15.2,299
2001,BMW,M3,SUBCOMPACT,3.2,6,M6,Z,16.2,315
2001,BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,M6,Z,16.6,324
2001,BMW,M5,COMPACT,4.9,8,M6,Z,19.4,373
2001,BMW,X5,SUV,3.0,6,A5,Z,16.4,338
2001,BMW,X5,SUV,3.0,6,M5,Z,17.3,347
2001,BMW,X5,SUV,4.4,8,A5,Z,18.2,375
2001,BMW,Z3,TWO-SEATER,2.5,6,A4,Z,13.3,267
2001,BMW,Z3,TWO-SEATER,2.5,6,M5,Z,13.3,265
2001,BMW,Z3,TWO-SEATER,3.0,6,A5,Z,13.5,274
2001,BMW,Z3,TWO-SEATER,3.0,6,M5,Z,12.7,253
2001,BMW,Z8,TWO-SEATER,4.9,8,M6,Z,19.4,373
2001,BUICK,CENTURY,MID-SIZE,3.1,6,A4,X,13.0,258
2001,BUICK,LESABRE,FULL-SIZE,3.8,6,A4,X,13.8,265
2001,BUICK,PARK AVENUE,FULL-SIZE,3.8,6,A4,X,13.8,265
2001,BUICK,PARK AVENUE #,FULL-SIZE,3.8,6,A4,Z,14.5,278
2001,BUICK,REGAL,MID-SIZE,3.8,6,A4,X,14.3,271
2001,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,14.5,278
2001,CADILLAC,CATERA,MID-SIZE,3.0,6,A4,Z,15.4,308
2001,CADILLAC,DEVILLE,FULL-SIZE,4.6,8,A4,Z,15.6,294
2001,CADILLAC,ELDORADO,MID-SIZE,4.6,8,A4,Z,15.6,294
2001,CADILLAC,SEVILLE,MID-SIZE,4.6,8,A4,Z,15.6,294
2001,CHEVROLET,ASTRO CARGO,VAN - CARGO,4.3,6,A4,X,15.4,313
2001,CHEVROLET,ASTRO CARGO AWD,VAN - CARGO,4.3,6,A4,X,17.2,350
2001,CHEVROLET,ASTRO PASSENGER,VAN - PASSENGER,4.3,6,A4,X,16.0,324
2001,CHEVROLET,ASTRO PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,17.9,370
2001,CHEVROLET,BLAZER,SUV,4.3,6,A4,X,15.4,313
2001,CHEVROLET,BLAZER,SUV,4.3,6,M5,X,17.0,343
2001,CHEVROLET,BLAZER 4X4,SUV,4.3,6,A4,X,17.2,350
2001,CHEVROLET,BLAZER 4X4,SUV,4.3,6,M5,X,18.7,386
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.0,324
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.1,347
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.0,347
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.6,368
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.6,366
2001,CHEVROLET,C1500 SUBURBAN,SUV,5.3,8,A4,X,18.7,391
2001,CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,17.6,357
2001,CHEVROLET,C1500 TAHOE,SUV,5.3,8,A4,X,18.7,391
2001,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,A4,X,13.7,262
2001,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,M5,X,13.8,262
2001,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8,A4,Z,14.7,292
2001,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8,M6,Z,13.9,274
2001,CHEVROLET,CAVALIER,COMPACT,2.2,4,A4,X,11.7,235
2001,CHEVROLET,CAVALIER,COMPACT,2.2,4,M5,X,12.2,239
2001,CHEVROLET,CAVALIER,COMPACT,2.4,4,A4,X,12.9,255
2001,CHEVROLET,CAVALIER,COMPACT,2.4,4,M5,X,12.7,246
2001,CHEVROLET,CAVALIER BI-FUEL,COMPACT,2.2,4,A4,X,11.7,235
2001,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,A4,Z,14.7,292
2001,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,M6,Z,13.9,274
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,4.3,6,A4,X,17.7,368
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.0,8,A4,X,18.7,389
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.7,8,A4,X,19.3,398
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,4.3,6,A4,X,18.3,380
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.0,8,A4,X,18.7,389
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.7,8,A4,X,19.9,407
2001,CHEVROLET,IMPALA,FULL-SIZE,3.4,6,A4,X,12.5,239
2001,CHEVROLET,IMPALA,FULL-SIZE,3.8,6,A4,X,14.3,271
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.2,350
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.7,386
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,357
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,20.3,409
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.0,377
2001,CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,19.1,403
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,4.8,8,A4,X,17.1,357
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,18.9,396
2001,CHEVROLET,MALIBU,MID-SIZE,3.1,6,A4,X,13.0,258
2001,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,12.5,239
2001,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6,A4,X,14.3,271
2001,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.4,313
2001,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,M5,X,17.0,343
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18.2,380
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.6,384
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,A4,X,14.2,283
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,A4,E,19.6,275
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,M5,X,13.0,260
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,M5,E,17.3,245
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,1.6,4,M5,X,10.5,228
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4,A4,X,11.7,251
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4,M5,X,11.9,253
2001,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,A4,X,11.7,251
2001,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,M5,X,11.9,253
2001,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,13.8,276
2001,CHRYSLER,300M,FULL-SIZE,3.5,6,AS4,X,14.7,288
2001,CHRYSLER,CONCORDE,FULL-SIZE,2.7,6,A4,X,13.4,265
2001,CHRYSLER,CONCORDE,FULL-SIZE,3.2,6,A4,X,14.2,278
2001,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,13.4,265
2001,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,AS4,X,13.3,262
2001,CHRYSLER,INTREPID,FULL-SIZE,3.2,6,AS4,X,14.2,278
2001,CHRYSLER,INTREPID,FULL-SIZE,3.5,6,AS4,X,14.7,288
2001,CHRYSLER,LHS,FULL-SIZE,3.5,6,A4,X,14.7,288
2001,CHRYSLER,NEON,COMPACT,2.0,4,A3,X,11.3,230
2001,CHRYSLER,NEON,COMPACT,2.0,4,M5,X,9.9,205
2001,CHRYSLER,NEON R/T #,COMPACT,2.0,4,M5,X,10.5,216
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,A4,X,13.4,276
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,13.2,269
2001,CHRYSLER,SEBRING,MID-SIZE,2.4,4,A4,X,13.2,253
2001,CHRYSLER,SEBRING,MID-SIZE,2.7,6,A4,X,13.4,265
2001,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,13.3,262
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,A4,X,13.4,265
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,13.3,262
2001,CHRYSLER,SEBRING COUPE,COMPACT,2.4,4,A4,X,13.0,262
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,A4,X,13.8,274
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,AS4,X,13.8,274
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,M5,X,13.1,260
2001,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.3,6,A4,X,14.9,299
2001,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,15.3,306
2001,CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,A4,X,15.6,315
2001,DAEWOO,LANOS,COMPACT,1.5,4,A4,X,11.3,216
2001,DAEWOO,LANOS,COMPACT,1.5,4,M5,X,10.3,205
2001,DAEWOO,LANOS,COMPACT,1.6,4,A4,X,11.6,225
2001,DAEWOO,LANOS,COMPACT,1.6,4,M5,X,10.4,207
2001,DAEWOO,LEGANZA,MID-SIZE,2.2,4,A4,X,13.4,265
2001,DAEWOO,LEGANZA,MID-SIZE,2.2,4,M5,X,13.1,258
2001,DAEWOO,NUBIRA,COMPACT,2.0,4,A4,X,12.0,239
2001,DAEWOO,NUBIRA,COMPACT,2.0,4,M5,X,11.9,237
2001,DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,A4,X,12.0,239
2001,DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,11.9,237
2001,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,14.9,299
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,A4,X,16.8,343
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,M5,X,17.7,347
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,M5,X,18.0,352
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,18.4,368
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,M5,X,17.9,354
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,5.9,8,A4,X,20.7,414
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,A4,X,18.1,373
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,M5,X,18.1,361
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,19.6,391
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,18.6,377
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,21.6,428
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,21.9,432
2001,DODGE,DURANGO 4X4,SUV,4.7,8,A4,X,20.2,403
2001,DODGE,DURANGO 4X4,SUV,5.9,8,A4,X,21.6,428
2001,DODGE,DURANGO 5.9 R/T 4X4 #,SUV,5.9,8,A4,Z,21.6,428
2001,DODGE,GRAND CARAVAN,MINIVAN,3.3,6,A4,X,14.9,299
2001,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,A4,X,15.3,306
2001,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,AS4,X,15.3,306
2001,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,A4,X,15.6,315
2001,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,AS4,X,15.9,317
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,A4,X,17.0,347
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,A4,X,16.9,347
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,M5,X,18.2,359
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,M5,X,17.7,350
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,A4,X,20.1,398
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,A4,X,20.0,396
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,M5,X,20.2,393
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,A4,X,21.4,421
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,A4,X,21.4,414
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,A4,X,21.6,435
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,M5,X,22.1,439
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,21.6,426
2001,DODGE,RAM 1500 VAN,VAN - CARGO,3.9,6,A3,X,17.8,384
2001,DODGE,RAM 1500 VAN,VAN - CARGO,5.2,8,A4,X,20.0,396
2001,DODGE,RAM 1500 VAN,VAN - CARGO,5.9,8,A4,X,21.5,423
2001,DODGE,RAM 1500 WAGON,VAN - PASSENGER,3.9,6,A3,X,18.9,400
2001,DODGE,RAM 1500 WAGON,VAN - PASSENGER,5.2,8,A4,X,20.0,396
2001,DODGE,RAM 2500 VAN,VAN - CARGO,3.9,6,A3,X,18.9,400
2001,DODGE,RAM 2500 VAN,VAN - CARGO,5.2,8,A4,X,20.0,396
2001,DODGE,RAM 2500 VAN,VAN - CARGO,5.9,8,A4,X,21.5,423
2001,DODGE,RAM 2500 VAN CNG,VAN - CARGO,5.2,8,A4,N,20.8,355
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8,A4,X,21.4,435
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.9,8,A4,X,21.6,423
2001,DODGE,RAM 2500 WAGON CNG,VAN - PASSENGER,5.2,8,A4,N,21.4,359
2001,DODGE,VIPER GTS,TWO-SEATER,8.0,10,M6,Z,23.0,419
2001,DODGE,VIPER RT/10,TWO-SEATER,8.0,10,M6,Z,23.0,419
2001,FORD,COUGAR,COMPACT,2.5,6,A4,X,13.3,260
2001,FORD,COUGAR,COMPACT,2.5,6,M5,X,12.9,251
2001,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,14.9,294
2001,FORD,CROWN VICTORIA NGV,FULL-SIZE,4.6,8,A4,N,17.3,274
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.2,6,A4,X,18.0,363
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,18.1,363
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,A4,X,20.2,412
2001,FORD,E150 VAN,VAN - CARGO,4.2,6,A4,X,18.0,363
2001,FORD,E150 VAN,VAN - CARGO,4.6,8,A4,X,16.7,338
2001,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,17.9,363
2001,FORD,E250 VAN,VAN - CARGO,4.2,6,A4,X,18.0,363
2001,FORD,E250 VAN,VAN - CARGO,5.4,8,A4,X,20.8,430
2001,FORD,E250 VAN NGV,VAN - CARGO,5.4,8,A4,N,22.1,378
2001,FORD,ESCAPE,SUV,2.0,4,M5,X,11.4,239
2001,FORD,ESCAPE,SUV,3.0,6,A4,X,14.7,294
2001,FORD,ESCAPE 4X4,SUV,2.0,4,M5,X,12.0,253
2001,FORD,ESCAPE 4X4,SUV,3.0,6,A4,X,15.0,301
2001,FORD,EX SPORT 4X4,SUV,4.0,6,A5,X,17.4,357
2001,FORD,EX SPORT TRAC,PICKUP TRUCK - STANDARD,4.0,6,A5,X,16.7,340
2001,FORD,EX SPORT TRAC,PICKUP TRUCK - STANDARD,4.0,6,M5,X,15.3,320
2001,FORD,EX SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.4,357
2001,FORD,EX SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,16.3,340
2001,FORD,EXPEDITION 4X4,SUV,4.6,8,A4,X,18.7,382
2001,FORD,EXPEDITION 4X4,SUV,5.4,8,A4,X,21.2,426
2001,FORD,EXPLORER 4X4,SUV,4.0,6,A5,X,17.4,357
2001,FORD,EXPLORER 4X4,SUV,5.0,8,A4,X,18.6,373
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,A4,X,16.4,338
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,M5,X,16.2,336
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A4,X,16.7,340
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,M5,X,17.2,354
2001,FORD,F150,PICKUP TRUCK - STANDARD,5.4,8,A4,X,17.9,363
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,A4,X,17.1,354
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,M5,X,17.2,357
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,A4,X,17.3,361
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,M5,X,18.4,377
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,19.3,398
2001,FORD,FOCUS,COMPACT,2.0,4,A4,X,10.5,214
2001,FORD,FOCUS,COMPACT,2.0,4,M5,X,9.6,196
2001,FORD,FOCUS #,COMPACT,2.0,4,A4,X,10.9,223
2001,FORD,FOCUS #,COMPACT,2.0,4,M5,X,10.9,219
2001,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,A4,X,10.5,214
2001,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,M5,X,9.6,196
2001,FORD,FOCUS WAGON #,STATION WAGON - MID-SIZE,2.0,4,A4,X,10.9,223
2001,FORD,FOCUS WAGON #,STATION WAGON - MID-SIZE,2.0,4,M5,X,10.9,219
2001,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,14.9,294
