MODEL,MAKE,MODEL.1,VEHICLE CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL_CONSUMPTION*,CO2_EMISSIONS
2001,TOYOTA,CAMRY SOLARA,COMPACT,2.2,4,A4,X,11.5,230
2001,TOYOTA,CAMRY SOLARA,COMPACT,3.0,6,A4,X,13.5,269
2001,TOYOTA,CAMRY SOLARA,COMPACT,3.0,6,M5,X,12.7,253
2001,TOYOTA,CAMRY SOLARA CONVERTIBLE,SUBCOMPACT,3.0,6,A4,X,14.0,281
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,A4,X,9.5,193
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,AS4,Z,11.6,237
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M5,X,9.6,202
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M6,Z,11.6,230
2001,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,8.9,179
2001,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,8.5,175
2001,TOYOTA,ECHO,COMPACT,1.5,4,A4,X,8.6,179
2001,TOYOTA,ECHO,COMPACT,1.5,4,M5,X,8.0,166
2001,TOYOTA,PRIUS,COMPACT,1.5,4,AV,X,5.5,129
2001,TOYOTA,RAV4 4X4,SUV,2.0,4,A4,X,11.9,251
2001,TOYOTA,RAV4 4X4,SUV,2.0,4,M5,X,12.0,251
2001,TOYOTA,SEQUOIA 4X4,SUV,4.7,8,A4,X,19.3,400
2001,TOYOTA,SIENNA,MINIVAN,3.0,6,A4,X,13.9,283
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.4,4,A4,X,12.7,274
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.4,4,M5,X,12.6,267
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.7,4,A4,X,14.0,304
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.7,338
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,A4,X,13.9,299
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,M5,X,14.5,306
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,A4,X,16.1,343
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,M5,X,15.6,331
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,16.1,336
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,M5,X,15.7,334
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.8,370
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.4,363
2001,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,3.4,6,A4,X,17.2,368
2001,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,18.4,386
2001,VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,A4,X,12.6,253
2001,VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,M5,X,11.2,230
2001,VOLKSWAGEN,GOLF,COMPACT,1.8,4,A4,Z,11.9,246
2001,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,Z,11.0,225
2001,VOLKSWAGEN,GOLF,COMPACT,2.0,4,A4,X,11.9,244
2001,VOLKSWAGEN,GOLF,COMPACT,2.0,4,M5,X,11.2,228
2001,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,192
2001,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,M5,D,6.8,167
2001,VOLKSWAGEN,GTI,COMPACT,1.8,4,A4,Z,11.9,246
2001,VOLKSWAGEN,GTI,COMPACT,1.8,4,M5,Z,11.0,225
2001,VOLKSWAGEN,GTI,COMPACT,2.8,6,M5,X,13.2,260
2001,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A4,Z,11.9,246
2001,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,Z,11.0,225
2001,VOLKSWAGEN,JETTA,COMPACT,2.0,4,A4,X,11.9,244
2001,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,11.2,228
2001,VOLKSWAGEN,JETTA,COMPACT,2.8,6,A4,X,13.9,278
2001,VOLKSWAGEN,JETTA,COMPACT,2.8,6,M5,X,13.6,267
2001,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,192
2001,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,M5,D,6.8,167
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,A4,Z,11.7,239
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,M5,Z,11.0,228
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,A4,X,11.9,244
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,M5,X,11.2,228
2001,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,A4,D,8.1,192
2001,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,M5,D,6.8,167
2001,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A5,Z,13.3,262
2001,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,Z,11.9,237
2001,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,A5,Z,14.6,285
2001,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,M5,Z,13.4,262
2001,VOLKSWAGEN,PASSAT 4MOTION,COMPACT,2.8,6,A5,Z,15.3,306
2001,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,15.3,306
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,A5,Z,13.3,262
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,Z,11.9,237
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,14.6,285
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,M5,Z,13.4,262
2001,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,A5,Z,13.4,271
2001,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,M5,Z,13.0,260
2001,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.4,5,A5,Z,13.3,267
2001,VOLVO,C70 TURBO,COMPACT,2.3,5,A5,Z,13.3,267
2001,VOLVO,C70 TURBO,COMPACT,2.3,5,M5,Z,12.9,258
2001,VOLVO,C70 TURBO,COMPACT,2.4,5,A5,Z,12.9,258
2001,VOLVO,S40 TURBO,COMPACT,1.9,4,A5,Z,11.9,235
2001,VOLVO,S60,COMPACT,2.4,5,A5,Z,12.8,258
2001,VOLVO,S60,COMPACT,2.4,5,M5,Z,12.5,253
2001,VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,A5,Z,12.9,258
2001,VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,AS5,Z,12.9,258
2001,VOLVO,S60 T5 TURBO,COMPACT,2.3,5,AS5,Z,13.3,267
2001,VOLVO,S60 T5 TURBO,COMPACT,2.3,5,M5,Z,12.9,258
2001,VOLVO,S80/S80 EXECUTIVE 2.9,MID-SIZE,2.9,6,A4,Z,13.6,271
2001,VOLVO,S80/S80 EXECUTIVE T-6 TURBO,MID-SIZE,2.8,6,AS4,Z,14.2,281
2001,VOLVO,V40 WAGON TURBO,STATION WAGON - SMALL,1.9,4,A5,Z,11.9,235
2001,VOLVO,V70 2.4T WAGON TURBO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.3,267
2001,VOLVO,V70 2.4T WAGON TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,13.3,267
2001,VOLVO,V70 T5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,5,AS5,Z,13.4,271
2001,VOLVO,V70 T5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,13.0,260
2001,VOLVO,V70 WAGON,STATION WAGON - MID-SIZE,2.4,5,A5,Z,12.8,258
2001,VOLVO,V70 WAGON,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.5,253
2001,VOLVO,V70 WAGON AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,14.4,288
2001,VOLVO,V70 XC AWD TURBO,SUV,2.4,5,AS5,Z,14.8,306
